_id,cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
60c37f4e9c4731f12195c3c4,0,1100 14TH ST,3,3M,745,FOUND PROPERTY - I RPT,7000,38.57815667,-121.4876958
60c37f4e9c4731f12195c3c5,0,3301 ARENA BLVD,1,1A,303,530.5 PC USE PERSONAL ID INFO,2604,38.64378844,-121.5341593
60c37f4e9c4731f12195c3c6,0,1088 PREGO WAY,1,1B,404,530.5 PC USE PERSONAL ID INFO,2604,38.62798948,-121.4857344
60c37f4e9c4731f12195c3c7,0,3259 SPINNING ROD WAY,1,1B,475,484J PC PUBLISH CARD INFO,2605,38.61153542,-121.5370613
60c37f4e9c4731f12195c3c8,0,3820 65TH ST,6,6B,1058,MISCELLANEOUS I RPT (ZMISC),7000,38.54138742,-121.4282497
60c37f4e9c4731f12195c3c9,0,400 BANNON ST,3,3A,704,530 PC FALSE PERS. REC PROP,2604,38.59540732,-121.4978798
60c37f4e9c4731f12195c3ca,0,1010 J ST,3,3M,744,THREATS - I RPT,7000,38.57999251,-121.4930384
60c37f4e9c4731f12195c3cb,0,1814 19TH ST,3,3A,776,FOUND PROPERTY - I RPT,7000,38.56796664,-121.4852542
60c37f4e9c4731f12195c3cc,0,1080 APPOLLO WAY,4,4A,1203,10851(A)VC TAKE VEH W/O OWNER,2404,38.52973955,-121.5195294
60c37f4e9c4731f12195c3cd,0,6940 27TH ST,4,4B,1356,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.50009398,-121.4776262
60c37f4e9c4731f12195c3ce,0,6571 WEATHERFORD WAY,5,5C,1635,10851(A)VC TAKE VEH W/O OWNER,2404,38.46637324,-121.4265274
60c37f4e9c4731f12195c3cf,0,5140 61ST ST,6,6B,1087,SHOOT INTO OCCUP DWELL - I RPT,7000,38.52799185,-121.434789
60c37f4e9c4731f12195c3d0,0,6115 63RD ST,6,6B,1421,246 PC SHOOT OCCUP DWELL/VEH,5213,38.51526387,-121.4296507
60c37f4e9c4731f12195c3d1,0,47 FIRE LEAF CT,2,2A,212,10851(A)VC TAKE VEH W/O OWNER,2404,38.65737252,-121.4577585
60c37f4e9c4731f12195c3d2,0,930 43RD AVE,4,4C,1253,10851(A)VC TAKE VEH W/O OWNER,2404,38.51538948,-121.5255605
60c37f4e9c4731f12195c3d3,0,2830 E ST,3,3B,728,211 PC ROBBERY- BUSINESS,1299,38.57905906,-121.4661967
60c37f4e9c4731f12195c3d4,0,2829 FLORIN RD,4,4B,1356,TOWED/STORED VEH-14602.6,7000,38.49609085,-121.4740915
60c37f4e9c4731f12195c3d5,0,6665 STOCKTON BLVD,6,6C,1441,459 PC  BURGLARY BUSINESS,2203,38.50632179,-121.4333041
60c37f4e9c4731f12195c3d6,0,NORTHGATE BLVD / W SILVER EAGLE RD,1,1C,419,CASUALTY REPORT,7000,38.63036289,-121.4755269
60c37f4e9c4731f12195c3d7,0,7811 DEER MEADOW DR,5,5B,1616,246 PC SHOOT OCCUP DWELL/VEH,5213,38.47400047,-121.4581933
60c37f4e9c4731f12195c3d8,0,27TH ST / J ST,3,3B,738,TRAFFIC-ACCIDENT INJURY,5400,38.57419952,-121.470553
60c37f4e9c4731f12195c3d9,0,3RD ST / O ST,3,3A,762,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.57724403,-121.5051437
60c37f4e9c4731f12195c3da,1,7850 COLLEGE TOWN DR,3,3C,888,484 PETTY THEFT/LICENSE PLATE,2399,38.55456463,-121.4106138
60c37f4e9c4731f12195c3db,1,2600 N ST,3,3B,768,459 PC  BURGLARY VEHICLE,2299,38.56984785,-121.4737052
60c37f4e9c4731f12195c3dc,1,11 ALCANON CT,1,1B,353,459 PC  BURGLARY VEHICLE,2299,38.62453557,-121.5264198
60c37f4e9c4731f12195c3dd,1,TRUXEL RD / SAGINAW CIR,1,1B,414,10851(A)VC TAKE VEH W/O OWNER,2404,38.62504428,-121.4978986
60c37f4f9c4731f12195c3de,0,8TH ST / L ST,3,3M,742,DUI I RPT,7000,38.57881567,-121.4970836
60c37f4f9c4731f12195c3df,1,4740 BECKET WAY,5,5B,1631,459 PC  BURGLARY RESIDENCE,2204,38.46518116,-121.4461653
60c37f4f9c4731f12195c3e0,1,63RD ST / JANSEN DR,6,6B,1402,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.52199211,-121.4309007
60c37f4f9c4731f12195c3e1,1,CALVINE RD / CENTER PKWY,5,5C,1645,243(D) PC BATT/CIVILIAN W/INJ,1315,38.4497213,-121.4258719
60c37f4f9c4731f12195c3e2,1,6625 VALLEY HI DR,5,5C,1623,10851(A)VC TAKE VEH W/O OWNER,2404,38.47143667,-121.427615
60c37f4f9c4731f12195c3e3,1,RAINBOW AVE / HOWE AVE,2,2C,558,246.3 PC NEGL DISCH FIREARM,5213,38.61972226,-121.4152799
60c37f4f9c4731f12195c3e4,2,FRONT ST / K ST,3,3M,741,LOST PROPERTY - I RPT,7000,38.58239328,-121.5059336
60c37f4f9c4731f12195c3e5,2,EMPRESS ST / ARDEN WAY,2,2C,603,11351.5 HS POSS SALE RCK COCAI,3532,38.60641085,-121.4473501
60c37f4f9c4731f12195c3e6,2,1415 L ST,3,3M,745,211 PC  ROBBERY UNSPECIFIED,1299,38.57682477,-121.4882896
60c37f4f9c4731f12195c3e7,2,2737 SCREECH OWL WAY,1,1A,344,594(B)(2)(A) VANDALISM/ -$400,2999,38.63207451,-121.5287747
60c37f4f9c4731f12195c3e8,2,3012 ALBATROSS WAY,2,2C,567,CASUALTY REPORT,7000,38.62070956,-121.4226958
60c37f4f9c4731f12195c3e9,2,3807 24TH AVE,6,6A,1071,CASUALTY REPORT,7000,38.53116122,-121.4661214
60c37f4f9c4731f12195c3ea,2,1900 CANTERBURY RD,2,2C,613,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.60108154,-121.456171
60c37f4f9c4731f12195c3eb,2,1426 BREWERTON DR,1,1B,435,246 PC SHOOT OCCUP DWELL/VEH,5213,38.61488957,-121.4934272
60c37f4f9c4731f12195c3ec,2,2500 FLORIN RD,5,5A,1363,487(A) PC GRAND THEFT,2303,38.49570962,-121.477826
60c37f4f9c4731f12195c3ed,3,7769 AMHERST ST,5,5A,1501,10851(A)VC TAKE VEH W/O OWNER,2404,38.47489873,-121.4996944
60c37f4f9c4731f12195c3ee,3,1125 ALHAMBRA BLVD,3,3C,841,475(C) PASS FORGED NOTE,2506,38.570664,-121.465448
60c37f4f9c4731f12195c3ef,3,8032 TORRENTE WAY,5,5B,1618,459 PC  BURGLARY RESIDENCE,2204,38.46594742,-121.4513773
60c37f4f9c4731f12195c3f0,4,HONOR PKWY / REGENCY PARK CIR,1,1A,106,11377(A)HS POSS AMPHETAMINES,3572,38.67318557,-121.5035491
60c37f4f9c4731f12195c3f1,3,100 ROCKMONT CIR,1,1A,103,594(B)(2)(A) VANDALISM/ -$400,2999,38.67510292,-121.5226753
60c37f4f9c4731f12195c3f2,3,POWER INN RD / ELDER CREEK RD,6,6C,1406,TRAFFIC-ACCIDENT-NON INJURY,5400,38.51055016,-121.409083
60c37f4f9c4731f12195c3f3,4,8454 COEBURN ST,5,5C,1644,459 PC  BURGLARY VEHICLE,2299,38.45025842,-121.443044
60c37f4f9c4731f12195c3f4,4,4128 NORWOOD AVE,2,2A,233,245(A)(2) AWDW/FIREARM/CIVILIA,1315,38.6432324,-121.4563115
60c37f4f9c4731f12195c3f5,4,5620 34TH AVE,6,6B,1401,459 PC  BURGLARY VEHICLE,2299,38.52337984,-121.4378491
60c37f4f9c4731f12195c3f6,4,BROADWAY / 16TH ST,4,4A,906,TRAFFIC-ACCIDENT-NON INJURY,5400,38.56159185,-121.4923822
60c37f4f9c4731f12195c3f7,4,1414 43RD ST,3,3C,844,484 PC   PETTY THEFT/INSIDE,2308,38.56438552,-121.4516767
60c37f4f9c4731f12195c3f8,4,3 CLOE CT,1,1A,115,487(A) GRAND THEFT-INSIDE,2308,38.66695301,-121.5088707
60c37f4f9c4731f12195c3f9,4,FLORIN RD / MUNSON WAY,5,5B,1359,TOWED/STORED VEH-14602.6,7000,38.49603233,-121.4619674
60c37f4f9c4731f12195c3fa,6,1236 EL ENCANTO WAY,4,4C,1278,487(A) PC GRAND THEFT,2303,38.49714012,-121.5136898
60c37f4f9c4731f12195c3fb,7,AZEVEDO DR / YARWOOD WAY,1,1B,411,PERSON INFORMATION - I RPT,7000,38.62099831,-121.5104473
60c37f4f9c4731f12195c3fc,5,MACK RD / CENTER PKWY,5,5B,1606,20002(A) HIT/RUN,5401,38.47425283,-121.4368769
60c37f4f9c4731f12195c3fd,6,2884 DEL PASO BLVD,2,2B,564,10851(A)VC TAKE VEH W/O OWNER,2404,38.61859754,-121.4382569
60c37f4f9c4731f12195c3fe,4,1 CLAUSS CT,6,6B,1084,10851(A)VC TAKE VEH W/O OWNER,2404,38.52967087,-121.4469794
60c37f4f9c4731f12195c3ff,6,2801 L ST,3,3B,748,IMPOUNDED VEHICLE,7000,38.57201606,-121.4692575
60c37f4f9c4731f12195c400,5,1426 I ST,3,3M,735,5150 WI DANGER SELF/OTHERS,7000,38.57941421,-121.4864344
60c37f4f9c4731f12195c401,7,2518 HAWTHORNE ST,2,2B,551,459 PC  BURGLARY RESIDENCE,2204,38.61197962,-121.4578062
60c37f4f9c4731f12195c402,7,6021 WILKINSON ST,6,6C,1404,653M(B) PC ANNOY/RPT CALL HOME,5307,38.51755951,-121.4142712
60c37f4f9c4731f12195c403,6,MACK RD / CENTER PKWY,5,5B,1606,TOWED/STORED VEHICLE,7000,38.47425283,-121.4368769
60c37f4f9c4731f12195c404,7,1200 ROANOKE AVE,2,2A,514,459 PC  BURGLARY VEHICLE,2299,38.63465784,-121.4392401
60c37f4f9c4731f12195c405,7,RIO LINDA BLVD / MAIN AVE,2,2A,224,20002(A) HIT/RUN,5401,38.65509277,-121.4477394
60c37f4f9c4731f12195c406,6,J ST / 29TH ST,3,3B,738,20002(A) HIT/RUN,5401,38.57348427,-121.4678719
60c37f4f9c4731f12195c407,7,398 FLORIN RD,4,4C,1259,211 PC ROBBERY- BUSINESS,1299,38.5076709,-121.5412748
60c37f4f9c4731f12195c408,8,535 LAMPASAS AVE,2,2B,552,594(B)(2)(A) VANDALISM/ -$400,2999,38.61499077,-121.4534714
60c37f4f9c4731f12195c409,8,12 GRAND CANYON CT,1,1A,136,LOST PROPERTY - I RPT,7000,38.65699142,-121.5038615
60c37f4f9c4731f12195c40a,8,3709 PRESIDIO ST,2,2A,516,LOST PROPERTY - I RPT,7000,38.63500106,-121.4213652
60c37f4f9c4731f12195c40b,8,FLORIN RD / FRANKLIN BLVD,5,5B,1359,LOST PROPERTY - I RPT,7000,38.49601155,-121.4592772
60c37f4f9c4731f12195c40c,8,3615 33RD ST,6,6A,1041,484J PC PUBLISH CARD INFO,2605,38.54182394,-121.4709505
60c37f4f9c4731f12195c40d,7,525 EXCHANGE ST,2,2A,213,CASUALTY REPORT,7000,38.65966202,-121.4535351
60c37f4f9c4731f12195c40e,8,2324 NORTH AVE,2,2A,237,LOST PROPERTY - I RPT,7000,38.63963285,-121.4130509
60c37f4f9c4731f12195c40f,8,2800 CHATEAU MONTELENA WAY,1,1A,333,530 PC FALSE PERS. REC PROP,2604,38.63351404,-121.5282646
60c37f4f9c4731f12195c410,8,1820 FRIENZA AVE,2,2C,568,459 PC  BURGLARY BUSINESS,2203,38.61199425,-121.4244182
60c37f4f9c4731f12195c411,8,2230 J ST,3,3B,747,1708 US   THEFT OF MAIL,2310,38.57546355,-121.4761823
60c37f4f9c4731f12195c412,8,1287 TRAIL END WAY,1,1B,403,484G(B) PC ACCESS CARD FRAUD,2605,38.63244741,-121.4903723
60c37f4f9c4731f12195c413,8,6581 HARMON DR,4,4C,1252,LOST PROPERTY - I RPT,7000,38.50771305,-121.5534498
60c37f4f9c4731f12195c414,8,1545 RIVER PARK DR,2,2C,626,484 PETTY THEFT CLOUT UNLOCKED,2305,38.60088271,-121.4352821
60c37f4f9c4731f12195c415,8,2215 BORONA WAY,1,1B,410,530 PC FALSE PERS. REC PROP,2604,38.62275946,-121.513946
60c37f4f9c4731f12195c416,8,6054 RIVERSIDE BLVD,4,4C,1251,530.5 PC USE PERSONAL ID INFO,2604,38.51617367,-121.5286379
60c37f4f9c4731f12195c417,8,6 SHELTER POINT CT,4,4C,1262,TELEPEST -I RPT,7000,38.51110856,-121.5343434
60c37f4f9c4731f12195c418,8,970 FRIENZA AVE,2,2B,564,SUSP PERS-NO CRIME - I RPT,7000,38.61286644,-121.4444547
60c37f4f9c4731f12195c419,8,1631 W EL CAMINO AVE,1,1B,434,530 PC FALSE PERS. REC PROP,2604,38.61301252,-121.4993798
60c37f4f9c4731f12195c41a,8,SWEET PEA WAY / SHADY ARBOR CT,1,1B,473,10851 VC AUTO THEFT LOCATE,2404,38.60758365,-121.5411045
60c37f4f9c4731f12195c41b,9,HOWE AVE / AMERICAN RIVER DR,3,3C,877,TOWED/STORED VEHICLE,7000,38.5695415,-121.409084
60c37f4f9c4731f12195c41c,9,4947 KOKOMO DR,1,1A,123,TOWED/STORED VEHICLE,7000,38.66227019,-121.5291389
60c37f4f9c4731f12195c41d,9,7850 COLLEGE TOWN DR,3,3C,888,11377(A)HS POSS AMPHETAMINES,3572,38.55456463,-121.4106138
60c37f4f9c4731f12195c41e,10,3724 SAN CARLOS WAY,6,6A,1042,MISSING PERSON I RPT,7000,38.54072015,-121.4620361
60c37f4f9c4731f12195c41f,10,4410 CRESTWOOD WAY,4,4A,1205,BURGLARY - I RPT,7000,38.53437911,-121.5068742
60c37f4f9c4731f12195c420,8,RIO LINDA BLVD / MAIN AVE,2,2A,224,TOWED/STORED VEHICLE,7000,38.65509277,-121.4477394
60c37f4f9c4731f12195c421,9,4650 NATOMAS BLVD,1,1A,145,506 PC EMBEZZLEMENT/CONTRACTOR,2799,38.65731154,-121.5119979
60c37f4f9c4731f12195c422,10,1500 TESSA AVE,2,2B,546,TOWED/STORED VEHICLE,7000,38.62194039,-121.431713
60c37f4f9c4731f12195c423,9,18 GODELLO CT,1,1B,353,242 PC  BATTERY CIVILIAN,1313,38.62749128,-121.528707
60c37f4f9c4731f12195c424,9,5878 KAHARA CT,4,4C,1225,653M(B) PC ANNOY/RPT CALL HOME,5307,38.5206653,-121.515833
60c37f4f9c4731f12195c425,10,8545 FOLSOM BLVD,3,3C,1116,MISSING PERSON,7000,38.54929974,-121.3882189
60c37f4f9c4731f12195c426,10,7500 HOSPITAL DR,5,5C,1639,THREATS - I RPT,7000,38.46337225,-121.4161718
60c37f4f9c4731f12195c427,11,SAN FRANCISCO BLVD / 50TH ST,6,6B,1064,11364 HS POSS DRUG PARAPH,3599,38.53725889,-121.4477561
60c37f4f9c4731f12195c428,11,5524 DANJAC CIR,4,4A,1207,TOWED/STORED VEHICLE,7000,38.52545723,-121.5139339
60c37f4f9c4731f12195c429,10,8105 PHINNEY DR,5,5B,1618,459 PC  BURGLARY RESIDENCE,2204,38.46449565,-121.456788
60c37f4f9c4731f12195c42a,11,2571 ALTOS AVE,2,2B,552,CASUALTY REPORT,7000,38.61361383,-121.454378
60c37f4f9c4731f12195c42b,11,414 K ST,3,3M,742,484 PETTY THEFT-SHOPLIFT,2303,38.58062786,-121.5014996
60c37f4f9c4731f12195c42c,10,401 J ST,3,3M,732,594(B)(2)(A) VANDALISM/ -$400,2999,38.58259727,-121.500996
60c37f4f9c4731f12195c42d,11,7486 CARELLA DR,5,5A,1381,MISSING PERSON,7000,38.48682651,-121.5001978
60c37f4f9c4731f12195c42e,11,7TH ST / J ST,3,3M,732,11364 HS POSS DRUG PARAPH,3599,38.58137649,-121.4974538
60c37f4f9c4731f12195c42f,11,5701 LERNER WAY,5,5C,1605,MISSING PERSON,7000,38.48023792,-121.4360926
60c37f4f9c4731f12195c430,11,3632 52ND ST,6,6B,1054,459 PC  BURGLARY RESIDENCE,2204,38.54100057,-121.4458147
60c37f4f9c4731f12195c431,11,1321 E ST,3,3A,715,HARASSMENT - I RPT,7000,38.58472227,-121.4858505
60c37f4f9c4731f12195c432,11,1912 BOWLING GREEN DR,2,2C,606,O/S AGENCY -ASSISTANCE- I RPT,7000,38.60666541,-121.422421
60c37f4f9c4731f12195c433,12,4733 NASHUA WAY,2,2A,222,484G(B) PC ACCESS CARD FRAUD,2605,38.65394829,-121.462463
60c37f4f9c4731f12195c434,12,3146 PALMER ST,2,2B,546,530.5 PC USE PERSONAL ID INFO,2604,38.62524321,-121.4304825
60c37f4f9c4731f12195c435,12,1820 FRIENZA AVE,2,2C,568,459 PC  BURGLARY BUSINESS,2203,38.61199425,-121.4244182
60c37f4f9c4731f12195c436,12,8178 CENTER PKWY,5,5B,1633,653M(A) PC OBSCENE/THREAT CALL,5309,38.46027205,-121.4304773
60c37f4f9c4731f12195c437,12,971 ACACIA AVE,2,2B,544,LOST PROPERTY - I RPT,7000,38.62221222,-121.4447319
60c37f4f9c4731f12195c438,12,7526 TITIAN PKWY,5,5B,1603,10851(A)VC TAKE VEH W/O OWNER,2404,38.48420982,-121.448306
60c37f4f9c4731f12195c439,12,1689 ARDEN WAY,2,2C,619,647(A) PC LEWD CONDUCT,7299,38.60154457,-121.42747
60c37f4f9c4731f12195c43a,12,3555 AUBURN BLVD,2,2A,509,MISSING PERSON,7000,38.63862878,-121.3815598
60c37f4f9c4731f12195c43b,12,12 WATERGLEN CIR,3,3C,899,487(D)GRAND THEFT FIREARM/ANIM,2399,38.56047289,-121.3902704
60c37f4f9c4731f12195c43c,13,5770 FREEPORT BLVD,4,4C,985,GANG ACTIVITY - I RPT,7000,38.52199137,-121.4990149
60c37f4f9c4731f12195c43d,13,1113 CONGRESS AVE,2,2B,525,11364 HS POSS DRUG PARAPH,3599,38.63070055,-121.440864
60c37f4f9c4731f12195c43e,12,1029 FRIENZA AVE,2,2B,564,TOWED/STORED VEHICLE,7000,38.61317258,-121.4424469
60c37f4f9c4731f12195c43f,13,3421 AUBURN BLVD,2,2A,508,459 PC  BURGLARY-UNSPECIFIED,2299,38.6374478,-121.3846125
60c37f4f9c4731f12195c440,14,5TH ST / P ST,3,3A,763,CASUALTY REPORT,7000,38.57543889,-121.5029735
60c37f4f9c4731f12195c441,14,560 SANDBURG DR,3,3C,879,530.5 PC USE PERSONAL ID INFO,2604,38.56839814,-121.4313525
60c37f4f9c4731f12195c442,15,5518 SAGPOND WAY,1,1A,102,484J PC PUBLISH CARD INFO,2605,38.6776884,-121.5345401
60c37f4f9c4731f12195c443,14,7608 AMHERST ST,5,5A,1501,HARASSMENT - I RPT,7000,38.48020103,-121.5015786
60c37f4f9c4731f12195c444,14,3801 DUCKHORN DR,1,1A,333,422 PC THREAT/INTENT TO TERROR,1602,38.63910642,-121.528
60c37f4f9c4731f12195c445,15,33RD ST / 11TH AVE,6,6A,1041,20001(A) VC HIT/RUN INJ/DEATH,5401,38.54199544,-121.4712254
60c37f4f9c4731f12195c446,15,35 QUAY CT,4,4C,1265,10851(A)VC TAKE VEH W/O OWNER,2404,38.5127908,-121.5313723
60c37f4f9c4731f12195c447,15,7301 MEADOWGATE DR,5,5B,1369,10851(A)VC TAKE VEH W/O OWNER,2404,38.49203951,-121.4613302
60c37f4f9c4731f12195c448,15,1814 19TH ST,3,3A,776,484 PETTY THEFT-SHOPLIFT,2303,38.56796664,-121.4852542
60c37f4f9c4731f12195c449,16,3904 MAY ST,2,2A,504,MISSING PERSON,7000,38.63869884,-121.4424398
60c37f4f9c4731f12195c44a,16,8389 FOLSOM BLVD,3,3C,1115,484 PC   PETTY THEFT/INSIDE,2308,38.54818818,-121.3940644
60c37f4f9c4731f12195c44b,16,FOLSOM BLVD / WATT AVE,3,3C,1106,NON INJ HR/MAIL OUT REPORT,7000,38.5530906,-121.3751255
60c37f4f9c4731f12195c44c,16,1650 BAINES AVE,1,1A,136,459 PC  BURGLARY RESIDENCE,2204,38.66157492,-121.4969793
60c37f4f9c4731f12195c44d,16,1801 BELL AVE,2,2A,226,TOWED/STORED VEHICLE,7000,38.64770425,-121.4242104
60c37f4f9c4731f12195c44e,16,6272 MACK RD,5,5C,1623,487(A) PC GRAND THEFT,2303,38.47415723,-121.4296995
60c37f4f9c4731f12195c44f,16,2314 Q ST,3,3B,767,TRAFFIC-ACCIDENT-NON INJURY,5400,38.56737967,-121.4786515
60c37f4f9c4731f12195c450,15,2505 52ND AVE,4,4B,1346,LOST PROPERTY - I RPT,7000,38.50488174,-121.4804148
60c37f4f9c4731f12195c451,15,5770 FREEPORT BLVD,4,4C,985,FOUND PROPERTY - I RPT,7000,38.52199137,-121.4990149
60c37f4f9c4731f12195c452,15,1751 BELL AVE,2,2A,226,TOWED/STORED VEHICLE,7000,38.64823548,-121.4261249
60c37f4f9c4731f12195c453,16,2340 MOSSY BANK DR,1,1B,444,10851(A)VC TAKE VEH W/O OWNER,2404,38.60972461,-121.4953467
60c37f4f9c4731f12195c454,16,3661 TRUXEL RD,1,1A,337,484 PC   PETTY THEFT/INSIDE,2308,38.63589608,-121.5055312
60c37f4f9c4731f12195c455,17,3715 IVY ST,2,2A,516,459 PC  BURGLARY RESIDENCE,2204,38.63535055,-121.4281542
60c37f4f9c4731f12195c456,17,6421 SUN RIVER DR,6,6C,1445,484 PETTY THEFT/LICENSE PLATE,2399,38.50926564,-121.4129728
60c37f4f9c4731f12195c457,17,17TH ST / Q ST,3,3B,766,TRAFFIC-ACCIDENT-NON INJURY,5400,38.57001564,-121.4872296
60c37f4f9c4731f12195c458,17,11TH ST / F ST,3,3A,724,197 JUSTIFIABLE HOMI-CIVILIAN,999,38.58432423,-121.4902264
60c37f4f9c4731f12195c459,16,J ST / 17TH ST,3,3M,736,TRAFFIC-ACCIDENT-NON INJURY,5400,38.5777553,-121.4838823
60c37f4f9c4731f12195c45a,16,8101 COSUMNES RIVER BLVD,5,5C,1639,11364 HS POSS DRUG PARAPH,3599,38.45718227,-121.4133413
60c37f4f9c4731f12195c45b,17,FRUITRIDGE RD / 53RD ST,6,6B,1084,20001(A) VC HIT/RUN INJ/DEATH,5401,38.52496323,-121.4438874
